72.14	0.10817278921604156
72.9	0.11090625822544098
73.63	0.11413991451263428
74.56	0.11770825833082199
75.3	0.1215275377035141
76.27	0.12556925415992737
76.97	0.1293848752975464
77.55	0.13377122581005096
78.04	0.13842502236366272
78.7	0.1430571973323822
79.16	0.1474265158176422
79.54	0.15224438905715942
79.78	0.1566086709499359
80.15	0.1612781137228012
80.33	0.16531971096992493
80.49	0.16928598284721375
80.66	0.17389534413814545
80.66	0.17389534413814545
80.77	0.17763710021972656
80.87	0.1819418966770172
80.91	0.18633389472961426
80.93	0.19096940755844116
81.01	0.19560585916042328
81.06	0.20044198632240295
81.09	0.2054731547832489
81.09	0.21083581447601318
81.07	0.21656236052513123
81.05	0.2216813713312149
81.04	0.22738045454025269
81.05	0.23254278302192688
81.06	0.23829218745231628
81.06	0.24352015554904938
81.07	0.2483823001384735
